company,unit,page,section,item,con_cur,con_prev,sep_cur,sep_prev,trap
PTT,baht,5,กำไรขาดทุนเบ็ดเสร็จอื่น,กำไร(ขาดทุน)จากการป้องกันความเสี่ยงกระแสเงินสด,3390227793,-2491291654,,,parentheses
PTT,baht,5,กำไรขาดทุนเบ็ดเสร็จอื่น,ภาษีเงินได้เกี่ยวกับการป้องกันความเสี่ยงกระแสเงินสด,-1201527893,507122640,,,long_name
PTT,baht,5,กำไรขาดทุนเบ็ดเสร็จอื่น,ส่วนแบ่งขาดทุนเบ็ดเสร็จอื่นในการร่วมค้าและบริษัทร่วม,-267399928,-451797141,,,parentheses
PTT,baht,5,กำไรขาดทุนเบ็ดเสร็จอื่น,ขาดทุนจากการวัดมูลค่าใหม่ของผลประโยชน์พนักงานที่กำหนดไว้,-5746949,,,,dash_empty
PTT,baht,5,กำไรขาดทุนเบ็ดเสร็จอื่น,ภาษีเงินได้เกี่ยวกับการวัดมูลค่าใหม่ของผลประโยชน์พนักงานที่กำหนดไว้,886979,,,,
PTT,baht,5,กำไรขาดทุนเบ็ดเสร็จอื่น,กำไร(ขาดทุน)จากเงินลงทุนในตราสารทุนที่กำหนดให้วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,1120487733,-1246062407,143080952,-213271428,parentheses
PTT,baht,5,กำไรขาดทุนเบ็ดเสร็จอื่น,ภาษีเงินได้เกี่ยวกับเงินลงทุนในตราสารทุนที่กำหนดให้วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,336100024,1325397393,-28616191,42654285,parentheses
PTT,baht,5,กำไรขาดทุนเบ็ดเสร็จอื่น,ส่วนแบ่งกำไร(ขาดทุน)เบ็ดเสร็จอื่นในการร่วมค้าและบริษัทร่วม,450231937,-200225804,,,parentheses
PTT,baht,5,กำไรขาดทุนเบ็ดเสร็จอื่น,กำไร (ขาดทุน) เบ็ดเสร็จอื่นสำหรับงวด - สุทธิจากภาษี,32658603499,63520671,114464761,-170617143,parentheses
PTT,baht,5,กำไรขาดทุนเบ็ดเสร็จอื่น,กำไรเบ็ดเสร็จรวมสำหรับงวด,74282053403,31877743541,20993611630,20130211131,long_num
PTT,baht,5,กำไรขาดทุนเบ็ดเสร็จอื่น,การแบ่งปันกำไรเบ็ดเสร็จรวม ส่วนที่เป็นของผู้ถือหุ้นของบริษัทฯ,46730678342,22435577657,20993611630,20130211131,long_name
PTT,baht,5,กำไรขาดทุนเบ็ดเสร็จอื่น,การแบ่งปันกำไรเบ็ดเสร็จรวม ส่วนที่เป็นของผู้มีส่วนได้เสียที่ไม่มีอำนาจควบคุมของบริษัทย่อย,27551375061,9442165884,,,long_name
