company,unit,page,section,item,con_cur,con_prev,sep_cur,sep_prev,trap,_concept_hint,_note
SCB,thousand,4,,เงินให้สินเชื่อแก่ลูกหนี้และดอกเบี้ยค้างรับสุทธิ,2195845107,2139168050,2194477377,2137542800,long_name,LOANS_NET,
SCB,thousand,4,,ทรัพย์สินรอการขายสุทธิ,32947047,31662872,32723869,31439694,normal,FORECLOSED_ASSETS,
SCB,thousand,4,,ที่ดิน อาคารและอุปกรณ์สุทธิ,39535375,40144805,37802119,38277246,normal,PPE,
SCB,thousand,4,,ค่าความนิยมและสินทรัพย์ไม่มีตัวตนอื่นสุทธิ,15306373,15215526,15771917,15708883,long_name,GOODWILL_INTANGIBLES,
SCB,thousand,4,,สินทรัพย์ภาษีเงินได้รอตัดบัญชี,1966543,1369742,1880344,1132550,normal,DEFERRED_TAX_ASSETS,
SCB,thousand,4,,รวมสินทรัพย์,3587228796,3504456356,3583916693,3502528276,subtotal,TOTAL_ASSETS,
SCB,thousand,5,,เงินรับฝาก,2653946221,2585869668,2652660898,2585915747,long_num,DEPOSITS,
SCB,thousand,5,,รายการระหว่างธนาคารและตลาดเงิน,298260904,278536682,300831698,281172681,long_num,INTERBANK_LIAB,
SCB,thousand,5,,หนี้สินภาษีเงินได้รอตัดบัญชี,203918,204212,,,dash_empty,DEFERRED_TAX_LIAB,(?) ตรวจการสะกดจาก PDF
SCB,thousand,5,,รวมหนี้สิน,3164408659,3058690144,3164043156,3058527562,subtotal,TOTAL_LIABILITIES,
SCB,thousand,6,ทุนที่ออกและชำระแล้ว,ยังไม่ได้จัดสรร,351810144,370870744,350229887,370166676,long_num,RETAINED_EARNINGS,
SCB,thousand,6,ทุนที่ออกและชำระแล้ว,รวมส่วนของธนาคาร,422492518,445458565,419873537,444000714,subtotal,EQUITY_PARENT,
SCB,thousand,6,ทุนที่ออกและชำระแล้ว,ส่วนได้เสียที่ไม่มีอำนาจควบคุม,327619,307647,,,dash_empty,NCI,
SCB,thousand,6,ทุนที่ออกและชำระแล้ว,รวมส่วนของเจ้าของ,422820137,445766212,419873537,444000714,subtotal,TOTAL_EQUITY,
SCB,thousand,6,ทุนที่ออกและชำระแล้ว,รวมหนี้สินและส่วนของเจ้าของ,3587228796,3504456356,3583916693,3502528276,subtotal,TOTAL_LIAB_EQUITY,
SCB,thousand,6,ทุนจดทะเบียน,"หุ้นบุริมสิทธิ 3,579,765,555 หุ้น มูลค่าหุ้นละ 10 บาท",35797656,35797656,35797656,35797656,long_name,,(?) ตรวจการสะกดจาก PDF
