company,unit,page,section,item,con_cur,con_prev,sep_cur,sep_prev,trap,_concept_hint,_note
BBIK,baht,11,กระแสเงินสดจากกิจกรรมจัดหาเงิน,ผลกระทบจากการแปลงค่างบการเงินที่เป็นเงินตราต่างประเทศ,-201075.0,48508.0,,,subtotal,CF_TRANSLATION_AFTER,nan
BBIK,baht,11,กระแสเงินสดจากกิจกรรมจัดหาเงิน,เงินสดและรายการเทียบเท่าเงินสด ณ วันต้นงวด,594139290.0,530203212.0,224439290.0,311455242.0,long_name,CASH_BEGIN,nan
BBIK,baht,11,กระแสเงินสดจากกิจกรรมจัดหาเงิน,เงินสดและรายการเทียบเท่าเงินสด ณ วันสิ้นงวด,700025591.0,488267947.0,306921306.0,302807468.0,long_name,CASH_END,nan
GABLE,thousand,7,กระแสเงินสดจากกิจกรรมดำเนินงาน,ค่าเสื่อมราคาและค่าตัดจำหน่าย,18777.0,20896.0,13456.0,16090.0,normal,DEPRECIATION_AMORTISATION,nan
GABLE,thousand,7,กระแสเงินสดจากกิจกรรมดำเนินงาน,ประมาณการหนี้สินสำหรับผลประโยชน์พนักงาน,7108.0,5994.0,5730.0,4798.0,long_name,EMPLOYEE_BENEFIT_PROVISION,nan
GABLE,thousand,7,กระแสเงินสดจากกิจกรรมดำเนินงาน,รายได้เงินปันผล,,,-120000.0,,parentheses,DIVIDEND_INCOME,nan
GABLE,thousand,7,กระแสเงินสดจากกิจกรรมดำเนินงาน,รายได้ทางการเงิน,-43.0,-25.0,-194.0,-257.0,parentheses,FINANCE_INCOME,nan
GABLE,thousand,7,กระแสเงินสดจากกิจกรรมดำเนินงาน,ต้นทุนทางการเงิน,1055.0,1134.0,799.0,807.0,normal,FINANCE_COST,nan
GABLE,thousand,7,กระแสเงินสดจากกิจกรรมดำเนินงาน,กำไรจากการดำเนินงานก่อนการเปลี่ยนแปลงในสินทรัพย์ และหนี้สินดำเนินงาน,118154.0,25579.0,89882.0,3614.0,long_name,PROFIT_BEFORE_WC_CHANGE,nan
GABLE,thousand,7,กระแสเงินสดจากกิจกรรมดำเนินงาน,ลูกหนี้การค้าและลูกหนี้หมุนเวียนอื่น,269965.0,426860.0,196317.0,243618.0,long_name,TRADE_RECEIVABLES,nan
GABLE,thousand,7,กระแสเงินสดจากกิจกรรมดำเนินงาน,รายได้ที่ยังไม่เรียกชำระ,-129099.0,-18139.0,-137289.0,-33403.0,parentheses,UNBILLED_REVENUE,nan
GABLE,thousand,7,กระแสเงินสดจากกิจกรรมดำเนินงาน,สินค้าคงเหลือ,-24216.0,-23809.0,-24364.0,-30578.0,parentheses,INVENTORY,nan
GABLE,thousand,7,กระแสเงินสดจากกิจกรรมดำเนินงาน,เงินสดสุทธิใช้ไปในกิจกรรมดำเนินงาน,-339601.0,-193310.0,-377287.0,-263846.0,subtotal,CF_OPERATING,nan
GABLE,thousand,8,กระแสเงินสดจากกิจกรรมลงทุน,กระแสเงินสดจากกิจกรรมลงทุน เงินสดรับจากเงินปันผล,,,120000.0,,long_name,DIVIDEND_RECEIVED,nan
GABLE,thousand,8,กระแสเงินสดจากกิจกรรมลงทุน,เงินสดรับจากดอกเบี้ย,43.0,25.0,211.0,309.0,small_num,INTEREST_RECEIVED,(?) ตรวจการสะกดจาก PDF
GABLE,thousand,8,กระแสเงินสดจากกิจกรรมลงทุน,เงินสดสุทธิจาก (ใช้ไปใน) กิจกรรมลงทุน,-6240.0,-10692.0,119639.0,-5477.0,subtotal,CF_INVESTING,nan
GABLE,thousand,8,กระแสเงินสดจากกิจกรรมจัดหาเงิน,เงินสดรับล่วงหน้าค่าหุ้น,4090.0,,,,dash_empty,SHARE_SUBSCRIPTION_ADVANCE,(?) ตรวจการสะกดจาก PDF
GABLE,thousand,8,กระแสเงินสดจากกิจกรรมจัดหาเงิน,เงินสดสุทธิใช้ไปในกิจกรรมจัดหาเงิน,-649.0,-6095.0,-3830.0,-5193.0,subtotal,CF_FINANCING,nan
GABLE,thousand,8,กระแสเงินสดจากกิจกรรมจัดหาเงิน,ผลต่างจากการแปลงค่างบการเงินเพิ่มขึ้น (ลดลง),121.0,-5.0,,,subtotal,CF_TRANSLATION,nan
GABLE,thousand,8,กระแสเงินสดจากกิจกรรมจัดหาเงิน,เงินสดและรายการเทียบเท่าเงินสดลดลงสุทธิ,-346369.0,-210102.0,-261478.0,-274516.0,subtotal,CASH_NET_CHANGE,nan
GABLE,thousand,8,กระแสเงินสดจากกิจกรรมจัดหาเงิน,ผลกระทบจากการเปลี่ยนแปลงในอัตราแลกเปลี่ยน,310.0,,122.0,,subtotal,CASH_FX_EFFECT_AFTER,nan
GABLE,thousand,8,กระแสเงินสดจากกิจกรรมจัดหาเงิน,เงินสดและรายการเทียบเท่าเงินสดต้นงวด,1687287.0,1065976.0,1022940.0,787315.0,subtotal,CASH_BEGIN,nan
GABLE,thousand,8,กระแสเงินสดจากกิจกรรมจัดหาเงิน,เงินสดและรายการเทียบเท่าเงินสดปลายงวด,1341228.0,855874.0,761584.0,512799.0,subtotal,CASH_END,nan
IIG,unknown,14,กระแสเงินสดจากกิจกรรมดำเนินงาน,ขาดทุนก่อนภาษีเงินได้,-17939431.0,-98797213.0,-12042528.0,-64247904.0,parentheses,PROFIT_BEFORE_TAX,nan
IIG,unknown,14,กระแสเงินสดจากกิจกรรมดำเนินงาน,ค่าเสื่อมราคาและค่าตัดจำหน่าย,2025017.0,3886433.0,994740.0,980746.0,normal,DEPRECIATION_AMORTISATION,nan
IIG,unknown,14,กระแสเงินสดจากกิจกรรมดำเนินงาน,ต้นทุนทางการเงิน,5994786.0,7712911.0,4825784.0,6636392.0,normal,FINANCE_COST,nan
IIG,unknown,14,กระแสเงินสดจากกิจกรรมดำเนินงาน,ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น,1132501.0,,1132501.0,,long_name,ECL,nan
IIG,unknown,14,กระแสเงินสดจากกิจกรรมดำเนินงาน,ขาดทุนสุทธิจากการสูญเสียการควบคุมในบริษัทย่อย,,69360106.0,,,long_name,LOSS_ON_DECONSOLIDATION,nan
IIG,unknown,14,กระแสเงินสดจากกิจกรรมดำเนินงาน,ส่วนแบ่งขาดทุนในบริษัทร่วมและการร่วมค้า,343840.0,2006229.0,,,long_name,SHARE_OF_PROFIT_ASSOCIATE,nan
IIG,unknown,14,กระแสเงินสดจากกิจกรรมดำเนินงาน,ลูกหนี้การค้าและลูกหนี้หมุนเวียนอื่น,-2597833.0,-32138721.0,-20122467.0,-20293926.0,parentheses,TRADE_RECEIVABLES,nan
IIG,unknown,14,กระแสเงินสดจากกิจกรรมดำเนินงาน,ค่าสิทธิจากการให้ใช้ใบอนุญาตการใช้โปรแกรมคอมพิวเตอร์จ่ายล่วงหน้า,-27954858.0,-82681520.0,-30300544.0,-88907152.0,parentheses,PREPAID_LICENSE,nan
IIG,unknown,14,กระแสเงินสดจากกิจกรรมดำเนินงาน,สินทรัพย์หมุนเวียนอื่น,-4148315.0,5243041.0,-505398.0,40847.0,parentheses,OTHER_CURRENT_ASSETS,nan
IIG,unknown,14,กระแสเงินสดจากกิจกรรมดำเนินงาน,รายได้รับล่วงหน้า,65449662.0,123764465.0,43363196.0,107148464.0,long_num,DEFERRED_REVENUE,nan
IIG,unknown,14,กระแสเงินสดจากกิจกรรมดำเนินงาน,หนี้สินหมุนเวียนอื่น,10697655.0,23755858.0,9426650.0,23403018.0,normal,OTHER_CURRENT_LIAB,nan
IIG,unknown,14,กระแสเงินสดจากกิจกรรมดำเนินงาน,เงินสดรับจากดอกเบี้ยรับ,28853.0,43422.0,,137872.0,dash_empty,INTEREST_RECEIVED,(?) ตรวจการสะกดจาก PDF
IIG,unknown,14,กระแสเงินสดจากกิจกรรมดำเนินงาน,เงินสดสุทธิได้มาจากกิจกรรมดำเนินงาน,4753791.0,4269064.0,1380290.0,5849552.0,subtotal,CF_OPERATING,nan
IIG,unknown,15,กระแสเงินสดจากกิจกรรมลงทุน,เงินปันผลรับจากบริษัทย่อย,,,,7200000.0,dash_empty,DIVIDEND_INCOME,nan
IIG,unknown,15,กระแสเงินสดจากกิจกรรมลงทุน,เงินสดสุทธิได้มาจาก (ใช้ไปใน) กิจกรรมลงทุน,8782444.0,-45107683.0,6650000.0,-5992330.0,subtotal,CF_INVESTING,nan
IIG,unknown,15,กระแสเงินสดจากกิจกรรมจัดหาเงิน,เงินสดรับจากการออกหุ้นกู้แปลงสภาพ,,10000000.0,,10000000.0,dash_empty,PROCEEDS_CONVERTIBLE_DEBENTURE,(?) ตรวจการสะกดจาก PDF
IIG,unknown,15,กระแสเงินสดจากกิจกรรมจัดหาเงิน,เงินสดรับจากการออกหุ้นสามัญจากการใช้สิทธิใบสำคัญแสดงสิทธิการซื้อหุ้นสามัญ,,32.0,,32.0,dash_empty,PROCEEDS_WARRANT_EXERCISE,(?) ตรวจการสะกดจาก PDF
IIG,unknown,15,กระแสเงินสดจากกิจกรรมจัดหาเงิน,เงินสดสุทธิใช้ไปในกิจกรรมจัดหาเงิน,-28256094.0,-9031512.0,-14470538.0,-2745609.0,subtotal,CF_FINANCING,nan
IIG,unknown,16,,เงินสดและรายการเทียบเท่าเงินสดลดลงสุทธิ,-14719859.0,-49870131.0,-6440248.0,-2888387.0,subtotal,CASH_NET_CHANGE,nan
IIG,unknown,16,,เงินสดและรายการเทียบเท่าเงินสด ณ วันต้นงวด,45714185.0,79253187.0,17662105.0,20527332.0,long_name,CASH_BEGIN,nan
IIG,unknown,16,,เงินเบิกเกินบัญชีต้นปี,-21280016.0,-13740966.0,-11000026.0,-13723141.0,parentheses,BANK_OVERDRAFT_BEGIN,nan
IIG,unknown,16,,กำไรจากอัตราแลกเปลี่ยนของเงินสดและรายการเทียบเท่าเงินสด,1039129.0,645065.0,550568.0,619231.0,long_name,CASH_FX_GAIN,nan
IIG,unknown,16,,เงินสดและรายการเทียบเท่าเงินสด ณ วันสิ้นงวด,10753439.0,16287155.0,772399.0,4535035.0,subtotal,CASH_END,nan
MFEC,thousand,8,กระแสเงินสดจากกิจกรรมดำเนินงาน,กำไรก่อนภาษี,95558.0,85137.0,84920.0,108227.0,normal,PROFIT_BEFORE_TAX,nan
MFEC,thousand,8,กระแสเงินสดจากกิจกรรมดำเนินงาน,ค่าเสื่อมราคาและค่าตัดจำหน่าย,22964.0,19690.0,19560.0,16913.0,normal,DEPRECIATION_AMORTISATION,nan
MFEC,thousand,8,กระแสเงินสดจากกิจกรรมดำเนินงาน,ประมาณการหนี้สินไม่หมุนเวียนสำหรับผลประโยชน์พนักงาน,7028.0,6887.0,6269.0,6152.0,long_name,EMPLOYEE_BENEFIT_PROVISION_NONCURRENT,nan
MFEC,thousand,8,กระแสเงินสดจากกิจกรรมดำเนินงาน,รายได้เงินปันผล,,,-5750.0,,parentheses,DIVIDEND_INCOME,nan
MFEC,thousand,8,กระแสเงินสดจากกิจกรรมดำเนินงาน,รายได้ทางการเงิน,-1319.0,-2215.0,-844.0,-1378.0,parentheses,FINANCE_INCOME,nan
MFEC,thousand,8,กระแสเงินสดจากกิจกรรมดำเนินงาน,ต้นทุนทางการเงิน,2457.0,4638.0,2231.0,4293.0,normal,FINANCE_COST,nan
MFEC,thousand,8,กระแสเงินสดจากกิจกรรมดำเนินงาน,กำไรจากการขายเงินลงทุนในบริษัทร่วม,,-3267.0,,-37168.0,parentheses,GAIN_ON_SALE_INVESTMENT,nan
MFEC,thousand,8,กระแสเงินสดจากกิจกรรมดำเนินงาน,กำไรจากการดำเนินงานก่อนการเปลี่ยนแปลงในสินทรัพย์ และหนี้สินดำเนินงาน,109183.0,117331.0,90332.0,101282.0,long_name,PROFIT_BEFORE_WC_CHANGE,nan
MFEC,thousand,9,,ลูกหนี้การค้าและลูกหนี้หมุนเวียนอื่น,16287.0,390717.0,32083.0,335065.0,long_name,TRADE_RECEIVABLES,nan
MFEC,thousand,9,,รายได้ที่ยังไม่ได้เรียกชำระ,46389.0,-59795.0,44814.0,-46154.0,parentheses,UNBILLED_REVENUE,nan
MFEC,thousand,9,,หนี้สินหมุนเวียนอื่น,4024.0,6898.0,4479.0,7932.0,normal,OTHER_CURRENT_LIAB,nan
MFEC,thousand,9,,เงินสดสุทธิจาก (ใช้ไปใน) กิจกรรมดำเนินงาน,-191765.0,44029.0,-194289.0,106039.0,subtotal,CF_OPERATING,nan
MFEC,thousand,10,กระแสเงินสดจากกิจกรรมลงทุน,เงินสดรับจากการขายอุปกรณ์,19.0,135.0,,135.0,dash_empty,PROCEEDS_SALE_EQUIPMENT,(?) ตรวจการสะกดจาก PDF
MFEC,thousand,10,กระแสเงินสดจากกิจกรรมลงทุน,เงินสดรับจากดอกเบี้ย,870.0,618.0,863.0,697.0,small_num,INTEREST_RECEIVED,(?) ตรวจการสะกดจาก PDF
MFEC,thousand,10,กระแสเงินสดจากกิจกรรมลงทุน,กระแสเงินสดจากกิจกรรมลงทุน เงินปันผลรับ,1780.0,,5750.0,,long_name,DIVIDEND_RECEIVED,nan
MFEC,thousand,10,กระแสเงินสดจากกิจกรรมลงทุน,เงินสดสุทธิจาก (ใช้ไปใน) กิจกรรมลงทุน,-75141.0,62334.0,6120.0,44986.0,subtotal,CF_INVESTING,nan
MFEC,thousand,10,กระแสเงินสดจากกิจกรรมจัดหาเงิน,เงินสดสุทธิใช้ไปในกิจกรรมจัดหาเงิน,-83255.0,-78878.0,-79802.0,-77012.0,subtotal,CF_FINANCING,nan
MFEC,thousand,10,กระแสเงินสดจากกิจกรรมจัดหาเงิน,เงินสดและรายการเทียบเท่าเงินสดเพิ่มขึ้น (ลดลง) สุทธิ,-350161.0,27485.0,-267971.0,74013.0,subtotal,CASH_NET_CHANGE,nan
MFEC,thousand,10,กระแสเงินสดจากกิจกรรมจัดหาเงิน,ผลกระทบจากการเปลี่ยนแปลงในอัตราแลกเปลี่ยน,1978.0,,1978.0,,subtotal,CASH_FX_EFFECT_AFTER,nan
MFEC,thousand,10,กระแสเงินสดจากกิจกรรมจัดหาเงิน,เงินสดและรายการเทียบเท่าเงินสดต้นงวด,615736.0,199323.0,396902.0,45212.0,subtotal,CASH_BEGIN,nan
MFEC,thousand,10,กระแสเงินสดจากกิจกรรมจัดหาเงิน,เงินสดและรายการเทียบเท่าเงินสดปลายงวด,267553.0,226808.0,130909.0,119225.0,subtotal,CASH_END,nan
MFEC,thousand,10,รายการที่ไม่ใช่เงินสด,เงินปันผลค้างรับจากบริษัทร่วม,,6300.0,,,dash_empty,DIVIDEND_RECEIVABLE_ASSOCIATE,(?) ตรวจการสะกดจาก PDF
